location_tag,province,owner,rank,rgo,capacity_people,pops_people,over_capacity,processor,processor_levels,farm,farm_levels,land_levels_available,farm_land_people,farm_limit
rochester,kent_province,ENG,rural_settlement,fruit,208790.0,22103.0,false,"",0,fruit_orchard,6,36,30000.0,cap
coahuayana,coliman_province,CLM,rural_settlement,fish,48000.0,47534.0,false,fishing_village,3,"",0,0,0.0,""
nakhon_chum,tak_province,SUK,rural_settlement,wool,51200.0,11474.0,false,"",0,sheep_farms,6,19,12000.0,cap
longxi,zhangzhou_province,CHI,rural_settlement,medicaments,178130.0,55916.0,false,"",0,"",0,0,0.0,""
shicheng_jizhou,jizhou_province,CHI,rural_settlement,livestock,136610.0,27605.0,false,"",0,farming_village,6,20,30000.0,cap
hsipaw,hsipaw_province,HSI,rural_settlement,horses,47600.0,12911.0,false,"",0,"",0,0,0.0,""
vydreya,vitebsk_province,VBK,rural_settlement,fiber_crops,47400.0,3703.0,false,"",0,"",0,0,0.0,""
podberezye,rzhevskaya_province,NOV,rural_settlement,millet,45300.0,2000.0,false,"",0,farming_village,1,7,5000.0,workers
opochka,south_pskov_province,PSK,rural_settlement,fur,50600.0,3701.0,false,forest_village,2,"",0,0,0.0,""
shanghe,wuding_shandong_province,CHI,rural_settlement,clay,154530.0,58096.0,false,clay_pit,2,"",0,0,0.0,""
hallingdal,buskerud_province,NOR,rural_settlement,lumber,7800.0,593.0,false,lumber_mill,0,"",0,0,0.0,""
chipagwe,lower_runde_province,ZMW,rural_settlement,iron,35400.0,7907.0,false,iron_mine,1,"",0,0,0.0,""
rossano,calabria_citra_province,NAP,rural_settlement,livestock,129140.0,42199.00000000001,false,"",0,farming_village,6,16,30000.0,cap
yazdikhwast,qumisha_province,INJ,rural_settlement,wild_game,26000.0,3207.9999999999995,false,forest_village,1,"",0,0,0.0,""
thetford,norfolk_province,ENG,rural_settlement,wool,102530.0,51848.0,false,"",0,sheep_farms,6,24,12000.0,cap
volodymyrets,lutsk_province,VOL,rural_settlement,legumes,48700.0,8438.0,false,"",0,farming_village,5,7,25000.0,workers
malha,south_darfur_province,DAJ,rural_settlement,wild_game,20400.0,7317.0,false,forest_village,0,"",0,0,0.0,""
tudeshk,isfahan_province,INJ,rural_settlement,livestock,31600.0,9432.0,false,"",0,farming_village,3,3,15000.0,land
tumzhdin,tumnin_province,CHI,rural_settlement,wild_game,4200.0,2306.0,false,forest_village,0,"",0,0,0.0,""
ramhormoz,ramhormoz_province,HZP,rural_settlement,silk,38500.0,9461.0,false,"",0,"",0,0,0.0,""
amarbayas_galang,kharaa_province,CHI,rural_settlement,livestock,29300.0,8326.0,false,"",0,farming_village,2,3,10000.0,workers
danilov,yaroslavl_province,YAR,rural_settlement,fur,45000.0,7196.0,false,forest_village,2,"",0,0,0.0,""
shenmu,jiazhou_province,CHI,rural_settlement,wheat,64400.0,28842.000000000004,false,"",0,farming_village,6,6,30000.0,land
mashdhubah,batin_province,AAD,rural_settlement,fruit,26100.0,7688.0,false,"",0,fruit_orchard,2,2,10000.0,land
jailolo,ternate_province,JLO,rural_settlement,fish,43900.0,6376.0,false,fishing_village,1,"",0,0,0.0,""
moro,ternate_province,MOO,rural_settlement,lumber,37700.0,1010.0,false,lumber_mill,0,"",0,0,0.0,""
daik,riau_islands_province,SNG,rural_settlement,fish,63340.0,2900.0000000000005,false,fishing_village,1,"",0,0,0.0,""
zagan,zagan_province,ZAG,rural_settlement,wheat,49600.0,18897.0,false,"",0,farming_village,5,5,25000.0,land
kuretsk,knyazhaya_province,NOV,rural_settlement,lumber,38200.0,2857.0,false,lumber_mill,1,"",0,0,0.0,""
mankera,derajat_province,DLH,rural_settlement,medicaments,71750.0,116667.0,true,"",0,"",0,0,0.0,""
dovolnoye,krivoshchekovo_province,GLH,rural_settlement,lumber,33600.0,2031.9999999999995,false,lumber_mill,0,"",0,0,0.0,""
chester,cheshire_province,CET,rural_settlement,salt,87720.0,13539.0,false,salt_collector,2,"",0,0,0.0,""
havero,halsingland_province,SWE,rural_settlement,lumber,15100.0,1314.0,false,lumber_mill,0,"",0,0,0.0,""
saintala,kalahandi_garjat,PTN,rural_settlement,fruit,115010.0,39781.0,false,"",0,fruit_orchard,6,14,30000.0,cap
hulawen,lalin_province,LLU,rural_settlement,wheat,152410.0,24171.0,false,"",0,farming_village,0,24,0.0,workers
clermont_en_beauvaisis,beauvaisis_province,BOU,rural_settlement,horses,174970.0,26342.0,false,"",0,farming_village,6,28,30000.0,cap
horb,neckar_province,HHB,rural_settlement,fruit,130750.0,14802.999999999998,false,"",0,fruit_orchard,6,22,30000.0,cap
ningyuan_wananjun,wananjun_province,CHI,town,salt,61800.0,40397.99999999999,false,salt_collector,0,"",0,0,0.0,""
salkhad,hawran_province,AMR,rural_settlement,lumber,28700.0,9322.0,false,lumber_mill,2,"",0,0,0.0,""
kurokawa,rikuzen_province,JAP,rural_settlement,rice,69710.0,39595.0,false,"",0,farming_village,5,5,25000.0,land
rayen,bam_province,KRM,rural_settlement,cotton,20100.0,2726.0,false,"",0,"",0,0,0.0,""
orland,nor_trondelag_province,NOR,rural_settlement,fish,15300.0,10668.999999999998,false,fishing_village,3,"",0,0,0.0,""
sungurlu,corum_province,ERE,rural_settlement,legumes,88730.0,22532.999999999996,false,"",0,farming_village,6,12,30000.0,cap
xihua,chenzhou_henan_province,CHI,rural_settlement,wheat,150340.0,56226.0,false,"",0,farming_village,6,17,30000.0,cap
scarborough,north_riding_province,ENG,rural_settlement,alum,66610.0,17419.0,false,alum_quarry,1,"",0,0,0.0,""
trondenes,troms_province,NOR,rural_settlement,fish,6500.0,181.0,false,fishing_village,0,"",0,0,0.0,""
qala_naw,badhghis_province,KRT,rural_settlement,marble,62710.0,16462.0,false,marble_quarry,1,"",0,0,0.0,""
tirupati,southern_rayalaseema,YDR,rural_settlement,cotton,54800.0,53457.0,false,"",0,"",0,0,0.0,""
karhumagi,inner_aunus_karelia_province,NOV,rural_settlement,copper,9500.0,467.0,false,copper_mine,0,"",0,0,0.0,""
air_hitam,lamandau_province,TJP,rural_settlement,fish,32400.0,1261.9999999999998,false,fishing_village,0,"",0,0,0.0,""
bayazit,khoy_province,ATZ,rural_settlement,horses,35200.0,3653.0,false,"",0,"",0,0,0.0,""
wuyi,shenzhou_province,CHI,rural_settlement,wheat,108020.0,51262.0,false,"",0,farming_village,6,10,30000.0,cap
konstantinovka,bielska_sloboda_province,GLH,rural_settlement,livestock,33200.0,4284.0,false,"",0,farming_village,1,4,5000.0,workers
lundey,herjolfnes_province,GRL,rural_settlement,fish,3100.0,30.0,false,fishing_village,0,"",0,0,0.0,""
dishmok,behbahan_province,HZP,rural_settlement,lumber,37800.0,1984.0,false,lumber_mill,0,"",0,0,0.0,""
varamin,rey_province,GRG,rural_settlement,cotton,87820.0,76402.0,false,"",0,"",0,0,0.0,""
panna,upper_bundelkhand_province,BGK,rural_settlement,gems,69200.0,64759.0,false,gem_gravel_pit,1,"",0,0,0.0,""
kendawangan,sukadana_province,TJP,rural_settlement,lumber,55340.0,1482.0,false,lumber_mill,0,"",0,0,0.0,""
hwasun,naju_province,KOR,rural_settlement,millet,46000.0,35492.0,false,"",0,farming_village,1,1,5000.0,land
mokwa,nupe_province,NUP,rural_settlement,wheat,53000.0,16930.0,false,"",0,farming_village,4,6,20000.0,workers
casamance,casamance_province,KAB,rural_settlement,rice,27300.0,13448.0,false,"",0,farming_village,0,1,0.0,workers
yabu,tajima_province,JAP,rural_settlement,silver,40600.0,22304.000000000004,false,silver_mine,1,"",0,0,0.0,""
jingde,ningguo_province,CHI,rural_settlement,wild_game,53700.0,52920.0,false,forest_village,2,"",0,0,0.0,""
amassing,tidore_province,BAC,rural_settlement,cloves,39300.0,1466.0,false,"",0,"",0,0,0.0,""
araut,panay_province,MDY,rural_settlement,livestock,58440.0,6878.0,false,"",0,farming_village,1,9,5000.0,workers
yihuang,fuzhou_jiangxi_province,CHI,rural_settlement,tea,210820.0,213459.99999999997,true,"",0,"",0,0,0.0,""
tila,zinacantan_province,XOL,rural_settlement,copper,30600.0,18331.0,false,copper_mine,1,"",0,0,0.0,""
adony,fejer_province,HUN,rural_settlement,livestock,113630.0,14680.0,false,"",0,farming_village,6,18,30000.0,cap
limbourg,liege_province,LIM,rural_settlement,lead,77510.0,17012.0,false,lead_mine,1,"",0,0,0.0,""
al_qara,dathina_province,YEM,rural_settlement,fruit,30400.0,8819.0,false,"",0,fruit_orchard,3,3,15000.0,land
buchu,kongpo_province,TIB,rural_settlement,lumber,20700.0,6209.0,false,lumber_mill,2,"",0,0,0.0,""
mazara,mazara_province,SIC,town,saltpeter,197780.0,28419.0,false,saltpeter_beds,1,farming_village,6,32,30000.0,cap
akhtar,akhtar_province,CPA,rural_settlement,salt,29600.0,5311.999999999999,false,salt_collector,0,"",0,0,0.0,""
wallerfangen,pays_messin_province,LOR,rural_settlement,wild_game,121440.0,24456.0,false,forest_village,2,"",0,0,0.0,""
anning,jinning_province,LNG,rural_settlement,salt,83510.0,4387.0,false,inland_saltworks,0,"",0,0,0.0,""
sesayap,tarakan_province,TDG,rural_settlement,fish,32900.0,2122.0,false,fishing_village,0,"",0,0,0.0,""
bilyar,bolghar_province,GLH,rural_settlement,wheat,107050.0,11431.0,false,"",0,farming_village,3,18,15000.0,workers
chaves,tras_os_montes,POR,rural_settlement,wool,62120.0,6829.999999999999,false,"",0,sheep_farms,4,27,8000.0,workers
bama,nandan_province,TNZ,rural_settlement,lumber,41500.0,4608.0,false,lumber_mill,0,"",0,0,0.0,""
trigu,lhokha_province,TIB,rural_settlement,clay,37900.0,3691.0,false,clay_pit,1,"",0,0,0.0,""
darz,lar_province,LST,rural_settlement,wool,21600.0,4910.0,false,"",0,sheep_farms,2,7,4000.0,workers
guarisamey,guarisamey_province,XIX,rural_settlement,lumber,28900.0,2160.0,false,lumber_mill,0,"",0,0,0.0,""
baia_crisului,zarand_hun_province,HUN,rural_settlement,goods_gold,44000.0,22285.0,false,gold_diggings,1,"",0,0,0.0,""
jorquera,alarcon_province,CAS,rural_settlement,wine,39410.0,12338.999999999998,false,"",0,"",0,0,0.0,""
oviedo,west_asturias_province,CAS,town,stone,74310.0,23500.0,false,stone_quarry,1,"",0,0,0.0,""
coleraine,derry_province,KEE,rural_settlement,millet,102940.0,3949.0,false,"",0,farming_village,1,18,5000.0,workers
ostrow_wielkopolski,kalisz_province,POL,rural_settlement,iron,92430.0,4912.0,false,iron_mine,2,"",0,0,0.0,""
huwwarin,tadmur_province,FDL,rural_settlement,horses,27800.0,7308.0,false,"",0,"",0,0,0.0,""
sorgun,bozok_province,ERE,rural_settlement,livestock,66010.0,14551.0,false,"",0,farming_village,5,9,25000.0,workers
gunung_sugih,tulangbawang_province,PLB,rural_settlement,lumber,91890.0,16355.0,false,lumber_mill,2,"",0,0,0.0,""
iksa,kargopol_province,NOV,rural_settlement,fur,8000.0,1397.0,false,forest_village,0,"",0,0,0.0,""
birnin_gwari,zazzau_province,ZZZ,rural_settlement,wheat,63700.0,21813.0,false,"",0,farming_village,5,7,25000.0,workers
astorga,astorga_province,CAS,rural_settlement,wheat,69610.0,31088.0,false,"",0,farming_village,6,6,30000.0,land
legnano,milano_province,MLO,rural_settlement,wheat,141240.0,19084.0,false,"",0,farming_village,6,23,30000.0,cap
doboj,usora_and_soli_province,BOS,rural_settlement,legumes,79920.0,15676.0,false,"",0,farming_village,6,11,30000.0,cap
huihe,daning_province,CHI,rural_settlement,millet,52700.0,10498.0,false,"",0,farming_village,2,7,10000.0,workers
xingxian,kelan_province,CHI,rural_settlement,livestock,91200.0,30870.0,false,"",0,farming_village,6,11,30000.0,cap
aubusson,la_marche_province,MRC,rural_settlement,millet,148870.0,29756.0,false,"",0,farming_village,6,22,30000.0,cap
kelan,kelan_province,CHI,rural_settlement,wheat,61500.0,48146.0,false,"",0,farming_village,1,1,5000.0,land
kaesong,kaesong_province,KOR,city,millet,149990.0,101067.0,false,"",0,farming_village,6,8,30000.0,cap
tavastehus,tavastland_province,SWE,rural_settlement,millet,15700.0,2988.0,false,"",0,farming_village,0,1,0.0,workers
aabenraa,sonderjylland_province,SLV,rural_settlement,legumes,106230.0,11489.999999999998,false,"",0,farming_village,6,17,30000.0,cap
al_ais,umluj_province,MDA,rural_settlement,stone,12500.0,2943.0,false,stone_quarry,1,"",0,0,0.0,""
xian_quzhou,quzhou_province,CHI,town,silver,189130.0,172000.0,false,silver_mine,1,"",0,0,0.0,""
wuxian_liuzhou,liuzhou_province,CHI,rural_settlement,fish,148020.0,19570.0,false,fishing_village,1,"",0,0,0.0,""
mistretta,demena_province,SIC,rural_settlement,fruit,90030.0,26324.0,false,"",0,fruit_orchard,6,11,30000.0,cap
velsk,velsk_province,NOV,rural_settlement,wild_game,24400.0,3273.0,false,forest_village,1,"",0,0,0.0,""
bourges,upper_berry_province,FRA,town,wheat,172070.0,29255.000000000004,false,"",0,farming_village,6,27,30000.0,cap
taegu,seongju_province,KOR,rural_settlement,copper,183760.0,59558.0,false,copper_mine,1,"",0,0,0.0,""
wenxi,xiezhou_province,CHI,town,livestock,159110.0,55570.0,false,"",0,farming_village,6,19,30000.0,cap
belleme,perche_province,ALE,rural_settlement,beeswax,207600.0,40927.0,false,"",0,farming_village,6,32,30000.0,cap
co_dang,thanh_hoa_province,DAI,rural_settlement,fish,50000.0,42650.0,false,fishing_village,3,"",0,0,0.0,""
seydisfjordur,east_farthing,ICE,rural_settlement,stone,2100.0,1998.0,false,stone_quarry,0,"",0,0,0.0,""
qarnin,zaranj_province,MIH,rural_settlement,beeswax,24200.0,7478.0,false,"",0,farming_village,2,2,10000.0,land
garalo,tengrela_province,MAL,rural_settlement,rice,52600.0,7652.0,false,"",0,farming_village,2,7,10000.0,workers
zhongli,fengyang_province,CHI,rural_settlement,stone,217530.0,24873.0,false,stone_quarry,1,"",0,0,0.0,""
udasar,jangladesh,GDA,rural_settlement,wild_game,53080.0,68045.0,true,forest_village,2,"",0,0,0.0,""
lower_ulz,torey_province,BGT,rural_settlement,lead,14600.0,6388.0,false,lead_mine,1,"",0,0,0.0,""
karatobe_mangyshlak,mangyshlak_province,GLH,rural_settlement,wild_game,14000.0,1218.9999999999998,false,forest_village,0,"",0,0,0.0,""
luzhang,lanzhou_province,CDL,rural_settlement,stone,49300.0,5414.000000000001,false,stone_quarry,0,"",0,0,0.0,""
orasul_de_floci,south_muntenia_province,WAL,rural_settlement,wool,49900.0,6326.000000000001,false,"",0,sheep_farms,3,21,6000.0,workers
dompu,sumbawa_province,DOM,rural_settlement,horses,47700.0,40001.00000000001,false,"",0,"",0,0,0.0,""
selkirk,teviotdale_province,SCO,rural_settlement,fruit,121240.0,16258.0,false,"",0,fruit_orchard,6,19,30000.0,cap
mansouria,kabylia_province,TUN,rural_settlement,iron,64510.0,25860.000000000004,false,iron_mine,2,"",0,0,0.0,""
bharatpur,mewat_province,DLH,rural_settlement,cotton,91310.0,89396.99999999999,false,"",0,"",0,0,0.0,""
linah,zubala_province,FDL,rural_settlement,fruit,14400.0,2223.0,false,"",0,fruit_orchard,1,1,5000.0,land
ikan,turkestan_province,CHG,rural_settlement,livestock,43100.0,4081.0000000000005,false,"",0,farming_village,2,6,10000.0,workers
soumpi,safare_province,BMR,rural_settlement,livestock,19800.0,3429.0,false,"",0,farming_village,2,2,10000.0,land
ohringen,tauberfranken_province,UFF,rural_settlement,wheat,119440.0,20419.0,false,"",0,farming_village,6,18,30000.0,cap
tosya,cankiri_province,CND,rural_settlement,wild_game,53510.0,19370.0,false,forest_village,2,"",0,0,0.0,""
zhucheng,mizhou_province,CHI,rural_settlement,beeswax,184710.0,183559.0,false,"",0,farming_village,0,0,0.0,land
tissint,guzzula_province,TFL,rural_settlement,legumes,14600.0,7000.0,false,"",0,farming_village,0,0,0.0,land
campulung_muscel,north_muntenia_province,WAL,town,clay,48300.0,10117.0,false,clay_pit,2,"",0,0,0.0,""
entraigues,rouergue_province,FRA,rural_settlement,horses,128150.0,29996.0,false,"",0,"",0,0,0.0,""
usa,buzen_province,JAP,rural_settlement,fish,67140.0,20833.0,false,fishing_village,3,"",0,0,0.0,""
yuri,ugo_province,JAP,rural_settlement,fish,48600.0,24153.000000000004,false,fishing_village,3,"",0,0,0.0,""
damascus,shaam_province,MAM,city,olives,129710.0,63471.0,false,"",0,farming_village,6,12,30000.0,cap
bayeux,caennais_province,NRM,rural_settlement,salt,179380.0,43813.0,false,salt_collector,2,farming_village,6,26,30000.0,cap
zlotoryja,legnica_province,LGC,rural_settlement,goods_gold,70810.0,4585.0,false,gold_diggings,1,"",0,0,0.0,""
syun,syun_province,GLH,rural_settlement,lumber,43910.0,7824.0,false,lumber_mill,0,"",0,0,0.0,""
cheonan,gongju_province,KOR,rural_settlement,legumes,129100.0,64666.0,false,"",0,farming_village,6,11,30000.0,cap
xingzhong,chaoyang_province,CHI,town,wine,82900.0,18048.0,false,"",0,"",0,0,0.0,""
orgelet,aval_province,FCB,rural_settlement,livestock,111940.0,36109.0,false,"",0,farming_village,6,14,30000.0,cap
linshui,guangan_province,CHI,rural_settlement,pepper,47000.0,11809.0,false,"",0,"",0,0,0.0,""
kabul,kabul_province,QUN,town,fruit,78550.0,99253.0,true,"",0,fruit_orchard,0,0,0.0,land
oran,oran_province,TLE,city,wheat,88900.0,31543.000000000004,false,"",0,farming_village,4,10,20000.0,workers
otredal,agder_province,NOR,rural_settlement,lumber,11800.0,1092.0,false,lumber_mill,0,"",0,0,0.0,""
zichuan,qingzhou_province,CHI,city,livestock,185710.0,185628.0,false,"",0,farming_village,0,0,0.0,land
oswiecim,szczyrzyc_province,OSW,rural_settlement,stone,91330.0,27579.0,false,stone_quarry,1,"",0,0,0.0,""
shangluo,shangzhou_province,CHI,rural_settlement,lumber,49100.0,35073.0,false,lumber_mill,2,"",0,0,0.0,""
alicante,orihuela_province,ARA,rural_settlement,fruit,68310.0,9717.0,false,"",0,fruit_orchard,5,10,25000.0,workers
luliang,qujing_province,LLN,rural_settlement,cotton,184560.0,9007.0,false,"",0,farming_village,0,34,0.0,workers
bodonitsa,neopatras_province,BOD,rural_settlement,livestock,49500.0,6446.000000000001,false,"",0,farming_village,3,7,15000.0,workers
fengqiu,kaifeng_province,CHI,rural_settlement,clay,162840.0,63684.0,false,clay_pit,2,farming_village,6,18,30000.0,cap
tuf_shur_tia,shiewhibak_province,TST,rural_settlement,maize,31400.0,1202.0,false,"",0,farming_village,0,5,0.0,workers
oruro,ayaviri_province,KNA,rural_settlement,wool,47800.0,27038.0,false,"",0,sheep_farms,6,9,12000.0,cap
altenkirchen,westerwald,SYN,rural_settlement,lead,97530.0,25584.0,false,lead_mine,1,"",0,0,0.0,""
heiligenhafen,lubeck_province,HPL,rural_settlement,salt,195080.0,17329.0,false,salt_collector,2,farming_village,6,34,30000.0,cap
kortriik,east_flanders_province,FLA,rural_settlement,fiber_crops,132830.0,58633.0,false,"",0,"",0,0,0.0,""
kuantan,pahang_province,PAH,rural_settlement,fish,42800.0,4790.999999999999,false,fishing_village,2,"",0,0,0.0,""
nawa,hawran_province,AMR,rural_settlement,millet,106220.0,19428.0,false,"",0,farming_village,6,16,30000.0,cap
turnov,boleslavsko_province,BOH,rural_settlement,gems,77520.0,40232.0,false,gem_gravel_pit,1,"",0,0,0.0,""
tenggarong,lower_mahakam_province,MRP,rural_settlement,lumber,33000.0,1425.0,false,lumber_mill,0,"",0,0,0.0,""
tours,touraine_province,FRA,city,wine,194170.0,65263.99999999999,false,"",0,"",0,0,0.0,""
nurlykent,akkol_province,CHG,rural_settlement,wild_game,36000.0,1765.0000000000002,false,forest_village,0,"",0,0,0.0,""
saldana,palencia_province,CAS,rural_settlement,legumes,78810.0,22620.0,false,"",0,farming_village,6,10,30000.0,cap
talak_burma,southern_arakhan_province,ARK,rural_settlement,incense,43600.0,11061.0,false,"",0,"",0,0,0.0,""
arona,novara_province,MLO,rural_settlement,marble,69710.0,11677.000000000002,false,marble_quarry,1,"",0,0,0.0,""
minamiaizu,iwase_province,JAP,rural_settlement,lumber,41900.0,10707.0,false,lumber_mill,2,"",0,0,0.0,""
gibraltar,cadiz_province,MOR,rural_settlement,fish,107830.0,3561.0,false,fishing_village,2,"",0,0,0.0,""
riverie,lyonnais_province,FRA,rural_settlement,wine,106730.0,31487.000000000004,false,"",0,"",0,0,0.0,""
pandalam,ve_nadu,VND,rural_settlement,fiber_crops,71240.0,70306.0,false,"",0,"",0,0,0.0,""
sheikh_hussein,bale_province,DAW,rural_settlement,coffee,37000.0,30398.0,false,"",0,"",0,0,0.0,""
dadu,shuntian_province,CHI,megalopolis,pepper,184410.0,88535.00000000001,false,"",0,"",0,0,0.0,""
ningyuan_gongchang,gongchang_province,CHI,rural_settlement,millet,56900.0,20189.0,false,"",0,farming_village,6,6,30000.0,land
dazu,changzhou_sichuan_province,CHI,rural_settlement,livestock,147740.0,12177.999999999998,false,"",0,farming_village,6,26,30000.0,cap
chaman,kandahar_province,NGD,rural_settlement,horses,21500.0,9448.0,false,"",0,"",0,0,0.0,""
xintai,taian_province,CHI,rural_settlement,legumes,95800.0,94280.0,false,"",0,farming_village,0,0,0.0,land
