location_tag,population_capacity
tsuruga,171
tsybuliv,70
tu_dotlizh_ndee,157
tu_e_dine_de,200
tu_nedhe,158
tu_sis_nde,281
tuam,92
tuapse,71
tuasi,61
tuba,322
tuban_java,510
tubarao,103
tubatulabam,85
tubiba,159
tubicha_mini,558
tubigarao,50
tubingen,145
tucanca,174
tuchitua,127
tucho,142
tuchola,116
tuckabutche,70
tuckahoe,67
tucssa,171
tucumcari,303
tucupita,152
tudela,164
tudeshk,71
tuf_shur_tia,65
tufarqan,53
tugacho,11
tugaloo,62
tugaske,230
tugulym,87
tugumlepen,313
tugur,68
tuin,171
tujun,48
tukri_apu_apu,139
tukspush,82
tuktoyukiuq,11
tukudika,97
tukulan,11
tukums,31
tukuran,52
tukuringra,57
tul_kichan,11
tula,257
tula_ark,153
tula_russia,75
tulak,17
tulamba,575
tulazi,80
tulcea,57
tulguur,327
tuliemao,299
tulita,11
tullahoma,140
tullamore,52
tulle,187
tulln,181
tulnici,41
tulor,98
tulsa,297
tulshun,664
tulsipur,1438
tulu_nama_dun,562
tulu_walal,251
tulua,212
tulumni,94
tulungagung,450
tuma,72
tumaco,114
tumanskaya,11
tumat,11
tumatumari,130
tumba,228
tumba_ikoko,114
tumbalala,311
tumbes,116
tumbuka,357
tumeremo,341
tumkur,587
tummana,151
tump,23
tumpisa,57
tumshukaiko,181
tumul,11
tumzhdin,42
tun,40
tunanir,100
tunanmarca,54
tungi,191
tungkal,78
tunguska_trail1,11
tunguska_trail2,11
tunguska_trail3,11
tunguska_trail4,11
tunguska_trail5,11
tunguska_trail6,11
tuni,445
tunica,168
tunis,411
tunkuo,11
tunliu,166
tununaq,11
tunupegosode,258
tunxi,199
tuobuya,11
tuol_ta_mouk,296
tuolba,11
tuolomne,116
tuorbchany,11
tuoydakh,11
tupancireta,314
tupialuviniq,11
tupik,11
tupinamba,232
tupinambarana,150
tupiniquim,308
tupirama,394
tupirvialuit,11
tupiza,189
tupran,731
tupuchikan,11
tupulicus,134
tura,193
turah,115
turama,11
turas,119
turaythith,33
turbah,104
turbat,38
turciansky_svaty_martin,105
turda,101
turek,120
turenne,374
turets,30
turgay,12
turgut,51
turiisk,36
turili,11
turin,438
turinsk,198
turka,52
turkestan,18
turki,55
turkmenevo,151
turna,86
turnhout,173
turnov,384
turnu_magurele,110
turov,47
turpan,39
turrbal,299
turtas,129
turu,11
turuepano,86
turukhansk,11
turunku,322
turuum,247
turyinskiye_rudniki,52
tus,68
tuscarawas,145
tussahaw,57
tuszyn,122
tutak,75
tutelo,43
tutilcoya,147
tutilpinco,108
tutonchany,11
tutong,62
tutotepec,300
tutova,67
tutrakan,89
tutuala,100
tutuila,11
tututepec,496
tututni,105
tuubaa,156
tuul,415
tuvicha_mini,313
tuxa,257
tuxpan,182
tuy,641
tuyandina,11
tuyen_hoa,63
tuyen_quang,105
tuyetah,11
tuyuk,123
tuz_khurma,80
tuzantla,277
tuzapan,281
tuzara,121
tuzdysor,547
tver,42
twana,113
twante,304
tyagacho,152
tyaia,11
tyanya,11
tyatseryn,44
tybee,72
tyerrernotepanner,108
tygde,108
tykhomel,63
tykocin,53
tynda,55
tynset,19
tyokhtyur,11
tyonek,87
tyrma,88
tyrnavos,48
tysmenytsia,71
tyukalinsk,432
tyukhtet,368
tyul_gyar,11
tyulene,11
tywhapita,162
tza_wan_pupako,107
tzaneen,472
tzapotzingo,181
tzintzuntzan,296
tzitacuaro,715
tziuhcoac,373
tzoite,31
tzunun_kaab,165
tzunuun,52
uanaman,31
uashat,45
uashekanau,11
uataaq,11
uatuma,94
uaua,329
ubangi,212
ubari,14
ubeda,179
uberaba,413
uberlingen,102
ubiqua,42
ubuntu,76
ucaln,611
uch,170
uch_barchik,11
uchami,11
uchangidurga,829
uchee,114
uchele,11
uchkuduk,11
ucles,212
ucluelet,64
uco,143
ucuna,73
uda_mutsu,145
udabhanda,146
udachny,11
udakh,80
udamik,11
udamphur,482
udasar,203
udayagiri,702
udayagiri_kotagad,705
uddevalla,41
ude_baikal,176
udgir,985
udine,215
udomlya,59
udon_thani,104
udskoye,13
udupi,299
udya,11
uechamitogosode,186
ueckermunde,55
uel_tympychan,11
uele,11
uele_ca,1457
uelzen,55
uemba,79
ufa,104
uffenheim,110
uftyuga,48
ugashik,66
ugbo,643
ugbodu,718
ughoton,388
uglich,39
ugolney,11
ugolnye,11
ugoyan,11
ugrovesk,95
uguumur,346
uhtuo,14
uhun,11
uian,519
uiju,252
uil,213
uinkaret,218
uintah,229
uiseong,121
uist,11
uivvak,11
uivvatok,13
ujae_atoll,11
ujan,124
ujargarh,803
ujiji,67
ujjain,1288
ujvyn,11
uka_town,11
ukarangma,100
ukasikalik,11
ukbara,108
ukek,94
ukena,233
ukhaa_khudag,16
ukhahlamba,164
ukhta,41
ukomno_om,57
uktus,89
ukulan,11
ukunzu,336
ukutal,196
ukyulyakh,11
ul_kan,137
ul_ya,11
ulaagchiin,287
ulaamgom,293
ulaan,17
ulaanbadrakh,42
ulakh,11
ulakhan_an,11
ulakhan_kyuyol,11
ulakhan_vava,11
ulan_hua,328
ulan_us,160
ulanchab,181
ulapes,170
uldurga,116
uleaborg,11
ulegir,11
ulenkhe,4
ulgain,347
uliastai,20
ulibahali,42
ulithi_atoll,11
uljin,54
ulju,210
ulkatchot_en,131
ulkayak,254
ulla,39
ullantaytampu,60
ullapool,11
ullensvang,11
ullum,136
ulm,100
ulma,141
ulnia,138
ulu_sysy,11
uluborlu,111
ulug,253
ulukulevo,80
ulungur,136
ulus,117
uluu,11
ulwas,270
ulytau,70
ulziit,23
uman,56
umanske,78
umarkot,229
umatilla,244
umba,27
umbagog,40
umballa,89
umbindhamu,118
umboi,23
umbra,169
umbu,308
umea,38
umgungundlovu,233
umhlanga,118
umida,156
umluj,20
umm_ad_dawm,119
umm_al_ghiran,34
umm_al_qulban,15
ummatur,762
umncumuba,358
umngazi,269
umpila,93
umpqua,125
umsobomvu,330
umuarama,532
una_una,21
unaaha,99
unaizah,71
unalakleet,11
unazigmit,11
uncompaghre,234
unda,276
undrugonda,721
undurkhaan,240
unezhma,11
ung,279
ungaliq,11
unggami,196
unggarangi,128
ungheni,105
ungwana,124
uni,60
unica,179
uniejow,73
unimax,11
uninka,198
unjegah,39
unju,91
unkagarit,66
unkpatina,272
unnao,2210
unquachog,29
untari,1490
unye,210
unzha,62
uolba,11
uolbut,14
uolya_trail,11
uorga,11
upaon_acu,209
upar,140
upardang,485
upia,243
upolu,29
upper_angara,305
upper_gazimur,118
upper_nioman,11
upper_ob,71
upper_pinda,22
upper_sinu,259
upper_ulz,243
upper_yukon,49
uppinangady,384
uppsala,144
uppvidinge,72
upsukdaskooch,32
upuahpukau,43
upyte,31
uqturpan,161
uqueten,102
ura_tyube,158
urach,104
uracu,574
urad,67
urakawa,18
ural_nema,82
urambo,133
uraqai,245
urasalakh,11
urasoe,16
urayrah,40
urbino,202
urda,815
uren,47
ures,127
urewera,171
urfa,121
urga,50
urgal,34
urgench,75
urghtbulaq,222
urgun,140
urgup,133
uri,141
uri_ae_ona,66
uriparacoxi,117
uriutina,76
urka,120
urkan,116
urla,59
urmi,131
urmia,75
urodan,11
uromi,232
urov,140
urquhart,77
urtsun,35
uru,126
uru_eu_wau_wau,234
uru_pa_in,171
urua,201
uruaitis,362
uruapan,240
urubici,92
urubu,120
urucu,257
urucurituba,113
uruguay,340
urumqi,156
urupampa,64
uruppu,11
uryum,192
uryupin,104
uryuu,52
urzedow,104
urzhum,86
us_kyuyol,11
usa,83
usa_reka,11
usak,204
usalgin,27
usambara,65
usangi,254
uschu,66
ushachy,42
ushguli,52
ushkan,83
ushkau_nipi,11
ushki,11
ushmum_tannah,376
ushtagan,25
ushytsia,48
usingen,139
usivka,123
uskudar,628
usman,86
usolye,96
uspallata,190
uspenskoye,53
ussel,209
ust_barguzin,39
ust_charky,11
ust_cheptsa,64
ust_chulasa,11
ust_ishim,225
ust_kabyrza,257
ust_kalmanka,236
ust_katav,184
ust_kishert,69
ust_koksa,66
ust_kuiga,11
ust_kulom,226
ust_kuloy,55
ust_kut,442
ust_labinsk,70
ust_livny,49
ust_maia,11
ust_medveditskaya,63
ust_mil,11
ust_nera,11
ust_ozernoye,39
ust_pinega,11
ust_sheksna,28
ust_stanovykh_ryas,76
ust_sysola,119
ust_tsilma,11
ust_tsimla,70
ust_ugla,39
ust_vayenga,14
ust_vym,33
ust_ynykchan,11
ust_yudoma,11
usti_nad_labem,342
ustikolina,135
ustra,78
usty,33
ustye,110
ustyuzhna_zheleznopolskaya,85
usu_xinjiang,190
usui,148
usulutan,86
usun,75
usvyaty,45
utajarvi,11
utaya,11
utbulaq,113
utena,48
uthan_uthatun,79
utiangue,142
utina,77
utkhupampa,41
utlandet,38
utondwe,162
utrecht,59
utsehta,225
utsingi,11
utsjoki,11
utsutigway,49
uttarkashi,366
utugo_kuri_doge,359
utumaala,11
utuva,321
uukwambi,280
uur,39
uutaalnganu,67
uvarovo,54
uvea_atoll,11
uvinza,219
uvira,203
uvwie,384
uwa,354
uwharrie,93
uxarraci,361
uxwitza,43
uyana,11
uyandi,11
uyandina_trail,11
uyapari,232
uyo_uyo,108
uyskoye,699
uyun_al_jiwa,45
uyuni,137
uza,702
uzachile,93
uzboy,11
uzea,260
uzemchin,343
uzes,342
uzhorod,90
uzhur,299
uzice,142
uzkand,81
v_enyn,11
vacacai,289
vacaria,192
vadstena,102
vaga,42
vagay,226
vaghua,20
vaihingen,92
vaka,265
vakhs,136
valday,33
valderrobres,77
valdres,19
valenca,291
valence,223
valencia,258
valencia_de_alcantara,83
valenciennes,645
valenii_de_munte,90
valjala,31
valjevo,109
valka,60
valkall_an,11
valkaran,11
valkeasaari,36
valkumey,11
valladolid,147
vallo,373
vallsjo,71
valmaseda,189
valmiera,62
valparaiso,287
valpei,24
valuyki,58
valverde,89
vamar,10
vamizi,154
van,82
van_ban,34
van_don,66
van_kiep,113
vanak,57
vanch,12
vang_vieng,119
vangash,11
vangunu,14
vanikoro,12
vankarem,11
vannes,282
vanu_aroaroa,13
vanua_balavu_atoll,11
vanua_lava,12
vanua_levu,151
vanyume,49
varallo,137
varamin,365
varanasi,1393
varanger,11
varazdin,237
varberg,47
varda,160
vardal,46
vardanzi,59
varde,88
vardo,20
varese,578
varna,110
varnavino,70
varnum,61
varsan,104
vartashen,95
varto,63
vartofta,41
vartsikhe,88
vartsila,26
varzuga,11
vashka,34
vashki,29
vasilsursk,61
vasilyeva_sloboda,49
vaska,128
vasknarva,11
vaslui,84
vasteras,31
vasto,158
vastseliina,46
vasvar,143
vasylivka,176
vasyugan,217
vat_phou,98
vatnahverfi,11
vatomandry,109
vatra_dornei,35
vatyrkan,11
vaucouleurs,197
vauvau,11
vave,11
vavozh_mozhga,112
vavuniya,57
vawkavysk,35
vaxjo,74
vaymuga,11
vazhiny,78
vechta,81
veckelax,25
vedbo,41
vederlax,29
veekuhane,449
veesky,75
veisiejai,41
vekshenga,118
vel_mo,11
velbuzd,121
veles,55
velez_malaga,251
velez_rubio,180
veligosti,29
veliki_preslav,87
velikiye_luki,63
veliky_beckerek,97
veliky_porog,43
veliky_ustyug,134
velikyi_bereznyi,59
velizh,26
velletri,480
vellore,1181
velsk,74
velyka_lepetykha,75
velyka_novosilka,200
velyka_oleksandrivka,66
velyki_sorochyntsi,49
vembar,628
vempalle,728
vemulawada,881
venafro,147
vendome,137
venetie,11
venice,55
venlo,332
ventadour,216
ventimiglia,254
ventspils,19
ventureno,144
venyov,41
veoneohe,233
veragua,69
verba,40
vercelli,232
verden,105
verdun,155
verdun_sur_garonne,142
vereya,51
vergato,456
veria,141
verkh_chebula,247
verkhneimbatsk,11
verkhneyarkeyevo,85
verkhny_mamon,75
verkhnyaya,11
verkhnyaya_sinyachikha,91
verkhnyaya_toyma,23
verkhnyaya_zolotitsa,11
verkhoshizhemye,83
verkhotomsk,247
verkhoturye,155
verkhovazhye,50
verkhovye,36
verkola,11
verona,581
vershinino,50
vertus,114
vertyazin,46
verzhavsk,50
ves_yogonskaya,50
vesoul,272
veszprem,179
vetlanda,86
vetlitsy,35
vetluga,70
vetza,85
veurne,251
vezhakary,11
vezir,12
viacha,36
viadineti,94
viana,141
viana_bolo,112
viana_do_castelo,371
vianden,116
viannos,49
viborg,39
vic,294
vic_le_comte,331
vic_sur_seille,143
vicela,86
vicenza,413
vichuga,42
vichy,144
vico,60
vicosa,94
vidak,37
vidin,76
vielha,39
vieng_phouka,121
vienna,809
vienne,489
vientiane,107
vierzon,123
viitasaari,15
vijaya,113
vijayanagar,518
vijayapur,681
vijaygarh,1726
vijes,406
vik,18
vikulovo,319
vila_real,111
vila_vicosa,63
vilaka,77
vilamatsa,159
vileyka,45
viljandi,30
vilkaviskis,39
vilkmerge,43
villa_di_chiesa,208
villablino,123
villach,181
villadiego,102
villafranca_bierzo,71
villafranca_del_penedes,391
village_onega,13
villaines,224
villalba,306
villalpando,101
villandro,59
villanueva_de_la_serena,62
villanueva_del_fresno,58
villapalacios,121
villarcayo,200
villarobledo,65
villars,171
villatoro,90
villaviciosa,196
villefranche,171
villemaur,152
villemur,287
villena,271
villingen,185
villmanstrand,31
vilnius,38
vilshana,46
viluco,410
vilyuy,11
vilyuy_trail,11
vilyuychan,11
vindeln,11
vingur,168
vinnitsy,54
vinnytsia,66
vinukonda,447
viransehir,102
vire,213
virkgarh,463
virovitica,57
virudhunagar,1300
viry,47
visakhapatnam,368
visby,31
visegrad,120
visesav,167
viseu,155
visnupura,95
visokoye,56
viswema,179
vitebsk,45
viterbo,102
vithold_hammami,74
vitim,11
vitoria,206
vitre,357
vitry_aux_loges,159
vitry_en_pertois,191
vivero,111
viviers,268
vize,147
vizhas,11
vizianagaram,586
vizinga,111
viziru,46
vizovice,403
vladimir,45
vlasovo,62
vlitsy,40
vo_nhai,59
vodable,205
vodlozero,63
voghera,173
vognema,38
vohemar,137
vohimasina,232
vohipeno,143
voikar,11
voitsberg,190
vokhma,182
vokhna,94
volchikha,365
volgsjo,11
volkermarkt,178
volkona,45
volodimerets,37
volodymyr,41
volodymyrets,38
vologda,87
volok,145
volosovichy,40
volosovskaya,41
volterra,222
volubilis,212
vonitsa,26
vonnu,59
vopnafjordur,10
vora,14
vordingborg,71
vorkuta,11
voronezh,89
voronich,43
voronizh_chernihiv,49
vorontsovo,11
vorotynsk,37
vorotynsk_novosil,49
voskresenskoye,73
vosporo,43
voss,28
vostitsa,44
votkings,66
vovchansk,84
vowpa,36
voyampolka,11
vozhega,97
voznesenskoye,11
voznesenye,67
vranje,224
vratsa,82
vrddha_ratnapura,93
vrhbosna,157
vshchizh,40
vstrechny,11
vu_ninh,315
vukovar,198
vukvylgayat,11
vukyl,11
vulvyveyem,11
vumba_kuu,82
vuriloche,73
vuta_chadihue,864
vyada,51
vyadhapura,424
vyatka,63
vyatskiye_polyany,98
vyazma,34
vyborg,11
vydreya,40
vydritsa,63
vygozero,28
vyshny_volochyok,46
vyskov,258
vysokoye,99
vytegra,28
vyya,22
wa,308
waahukaahaanu,232
waaninaawangang,88
waanyi,284
waawiiyaataanong,83
wabamun,167
wabanaki,28
wabasca,181
wabaseemong,132
wabash,168
wabenasibi,147
wabezi,178
wabigoon,129
wabimeig,37
wabinosh,85
wabuk,11
waccamaw,86
wachigari,204
wachilmezi,42
waco,223
wad_madani,122
wadadli,12
wadadokado,165
wadan,11
wadh,28
wadi_el_melik,548
wadi_el_natrun,314
wadian,86
wadjar,201
wadjigu,216
waerhdje,167
waestbo,56
wafang,618
waga,87
wagiman,193
wagowategok,39
waha_tunga,169
wahachee,90
wahasah,232
wahemen,11
wahin_wakpa,279
wahzhazhe,200
wai,11
waidhofen,78
waidhofen_an_der_thaya,139
waigeo,92
waihopai,37
waika,57
wailaki,45
wailulu,233
wailwan,233
waima,117
waingapo,103
waingmaw,103
waini,104
wairagarh,1505
wairarapa,142
wairoa,145
waitangi,65
waitikka,43
waitu_kubuli,20
waiwai,128
wajarri,91
wajuru,84
wak_kabnal,39
waka_waka,238
wakabunga,477
wakaya,571
wake,167
wakefield,221
wakelbara,189
wakgun,268
wakhakukdhin,190
wakimaala,11
wakmua_oin,221
wakokai,112
wakpa_juk_ana,125
wakusimi,86
walalde,12
walangama,249
walata,11
walcourt,264
walcz,86
waldburg,101
waldeba,142
walden,143
waldsee,79
waldshut,151
walichi,12
wallenpaupack,36
wallerfangen,275
walloomsac,42
wallowa,238
walnaypek,43
walong,11
walpi,211
waluulapam,242
walyalup,82
wambaya,261
wambu,283
wamesa,106
wampar,97
wamsutter,113
wana,138
wanamara,554
wanan,263
wanan_wananjun,118
wanapitei,112
wanapum,127
wanar,64
wanbiri,259
wanbirujurari,33
wandjiwalgu,248
wando,52
wandu,45
wang_pho,117
wanga_bazar,335
wangan,282
wangdue,11
wanggika,354
wangjiang,141
wangkamana,11
wangkatja,452
wangmu,258
wangping,394
wangulen,393
wangung,428
wanhufu,249
wankani,62
wannian,114
wanping,147
wanqiu,253
wanquan,108
wantastiquet,64
wanuco_marka,25
wanzai,172
wanzhou,933
wanzhou_baoding,248
waounde,67
wapahani,176
wapi,115
wapikisko,134
wapikopa,51
wapinippi,150
wapisiw_sipihk,170
wapiskau,28
wapiskau_sk,81
wapitotem,64
wapkawazioju,103
wapocomo,39
wappacoma,50
wappasening,74
wapsipinicon,249
wapusk,11
waqrapukara,95
waqua,63
wara,374
wara_kham,29
waradika,53
warangal,754
waranka,142
warburg,369
wardal,119
wardaman,234
wardandi,100
waren,23
warendorf,239
wargamaygan,235
wari,151
wari_peru,152
wari_willka,72
waricoto,155
warioto,154
warlmanpa,533
warluwarra,113
warnindilyakwa,65
waropen,55
warrada,11
warri,969
warsaw,261
warsheikh,139
warumungu,358
warungu,354
warwa,150
wasakin,95
wasatch,159
wascana,246
wase_wakpa,160
wasetihoge,266
washademoak,31
washakie,88
washeo,11
washita,364
washuk,23
wasilei,69
wasin_wakpa,258
wasit,164
waskada,237
waskaganish,17
waskasoo,215
wasserburg,114
wassu,138
wastina,221
waswanipi,94
watang,131
watappo,113
watarai,179
watatikka,89
watauga,14
waterford,63
wathaurong,95
watistiguam,86
watlala,131
watonwan,199
wattogee,53
watungasta,303
wau,1204
waumandee,103
waupecan,181
waveroo,214
wawaskesiw_sipiy,208
wawaskesiwisakahikan,157
wawassan,42
wawiyastan,38
waxhaw,103
waxxari,10
wayagamac,37
wayampi,107
wayanad,1199
waykuche,280
waylula,235
wayustikw,11
wazakhwa,78
waziblo,240
wazihe,242
wazirabad,668
wdpesek,43
wecho,11
weda,49
wedde,52
weenhayek,456
weert,95
wegorzewo,64
wehe,332
wehlau,35
weichu,192
weihai,109
weilheim,56
weimar,192
weimo,65
weinan,156
weining,484
weiqing,121
weishi,221
weissenburg,104
weissenfels,152
weithali,101
weixian,324
weiyuan,111
weiyuan_jiading,254
weiyuan_lintao,193
weiz,185
wej,207
wekwayik,56
wekwee_ti,11
welamooktook,118
weljuik,42
wellington,69
wells,230
wels,223
welzheim,153
wemba_wemba,261
wembo,44
wemitigoj,48
wemotaci,52
wenan,132
wenatchi,183
wenchang,458
wenchuan,291
wendeng,364
wengker,472
wengshui,178
wengyuan,539
wenje,174
wenling,200
wenquan,61
wenshan,316
wenshang,278
wenshui,127
wenteche,196
wenxi,177
wenxian,107
wenxian_gongchang,239
wenxiang,229
weotowe,86
wequetong,138
werdenberg,224
werinama,78
wernigerode,82
werowocomoco,38
wertingen,116
wesel,272
wesgird,72
weshacum,63
weskarini,40
west_aasax,338
west_falkland,11
west_gogo,361
west_hanos,127
west_hehe,488
west_kimbu,336
west_konongo,188
west_lomwe,415
west_makhuwa,514
west_ngindo,508
west_ongamo,676
west_palawa,26
west_sabaneneque,48
west_shangana,343
west_sundarban,327
west_wembere,395
west_yao,415
wet_suwet_en,167
wetar,70
wetarhoo,198
wetaskiwin,182
wetewatoqsik,31
wetwin,192
wetzlar,118
wewoka,331
wexford,53
weyanock,44
weymouth,213
wha_ti,11
whadjuk,178
whakatane,190
whakatu,65
whanganui,154
whangarei,93
whaypaw,115
whitby,127
white_horse,17
whonnock,23
wiang_fang,53
wiang_sa,137
wibazoka_wakpa,196
wiccacon,83
wichi,497
wicklow,69
wicocomico,50
wicomico,67
wicontiss,48
wied,133
wielen,59
wieliczka,338
wielun,195
wiener_neustadt,142
wieruszow,98
wiesbaden,137
wigal_wollumbul,302
wight,91
wigmore,207
wigwomadenek,40
wigwomadensis,29
wihlink,81
wik,103
wikipoq,46
wiknatanja,174
wila,172
wilinggin,341
wilingura,244
willcahuain,186
willeuroo,158
willimantic,48
williston,70
willka_pampa,53
willka_ulo,55
willkawaman,66
willman,190
willmore,103
wimanja,177
wimbee,74
wimihsoorita,251
winchester,230
winda_winda,157
windakan,11
windenburg,19
windsor,321
winimuc,229
winisk,11
winklern,86
winnange,119
winneba,331
winnee,64
winnemucca,99
winneway,75
winnibigoshish,131
winnipeg,131
winnipegosis,137
winokapau,41
winooski,63
winsen,165
winsen_aller,37
wintu,30
winyah,68
wipetikil,19
wipi,71
wipukba,128
wiradjuri,281
wirameju,161
wirangu,11
wirrai_durhai,264
wishkahuunu,277
wishram,147
wiskapella,225
wislica,158
wismar,50
wissakode,71
wit_anowi_yohe,243
witagron,179
witset,76
wittenberg,140
wittenberge,127
wittlich,160
wittstock,50
witym,11
wiyashakimi,11
wizi,41
wizna,46
wiznay,511
wli_qospem,69
wloclawek,138
wlodawa,106
woccon,112
wogamusin,95
woi_wurrung,107
wokam,62
woking,234
wolastoq,117
woleai_atoll,11
wolfenbuttel,105
wolfsberg,90
wolgast,49
wolhusen,199
wolinak,36
wolmirstedt,160
wolow,148
wolvega,73
wonju,58
wonnarua,213
woolna,137
woonsocket,65
woppaburra,185
worabe,114
worcester,284
worimi,241
worla,452
worms,92
worora,298
wotapio,148
wotje_atoll,11
wotjobaluk,199
wrigley,122
wroclaw,114
wschowa,53
wuan,380
wucao,119
wuchang,190
wuchuan,120
wuchuan_huazhou,170
wuchuan_sinan,243
wudang,275
wudi,186
wudjari,422
wufeng,192
wugang,272
wuhe,357
wuhu,110
wujal_wujal,187
wuji,125
wujiang,310
wujiang_bozhou,256
wujiang_yingtian,271
wujin,649
wujing,61
wukari,413
wulensi,243
wulgurukaba,168
wulian,344
wuliehe,53
wuling,285
wull_wull,323
wulong,534
wuluo,287
wumeng,94
wunambui,240
wuning,291
wunnumin,70
wunsiedel,106
wuntho,185
wuping,241
wuping_daning,206
wuqiao,120
wuqing,213
wuro_yolde,283
wurzburg,102
wurzen,148
wusa,99
wushan,536
wuthathi,74
wutun,137
wuwei,464
wuxi,553
wuxian,516
wuxian_liuzhou,146
wuxiang,196
wuxing,171
wuyang,262
wuyi,174
wuyi_jinhua,272
wuyuan_huizhou,289
wuyuan_nanning,173
wuzhai,210
wuzhi,255
wuzhou,168
wyaconda,207
wycombe,283
wyomissing,45
wyrzysk,62
xacona,364
xagal,40
xai_xai,121
xakriaba,261
xalacinco,150
xalapa,173
xalapan,150
xalima,11
xalisco,253
xalostotitlan,488
xaltocan,182
xam,11
xam_ka_e,26
xam_neua,38
xamapan,76
xanthia,91
xaracuu,48
xat_sull,34
xatingnaax,11
xavante,582
xelahuh,431
xerente,230
xiabancheng,416
xiacai,390
xiajiang,411
xiajin,272
xiakou,339
xian_quzhou,344
xiangcheng,364
xiangcheng_kaifeng,277
xianghe,87
xiangning,189
xiangru,281
xiangshan,261
xiangshan_xinhui,514
xiangtan,478
xiangxiang,365
xiangyang,279
xiangyi,111
xiangyin,255
xiangyuan,205
xianju,471
xiankang,352
xianning,305
xianning_xian,127
xianyang,120
xianyou,198
xianzhou,133
xianzhu,258
xiaodandang,52
xiaodong,128
xiaogan,377
xiaoshan,167
xiaoxi,277
xiaoxian,302
xiaoyi,142
xiaozhenan,111
xiapi,621
xiaxian,121
xiayi,196
xibao,169
xicahua,81
xicallanco,126
xicaltepec,64
xicheng,210
xichong,237
xichuan,251
xichuan_xizhou,88
xicochimalco,257
xiconaque,765
xicotepec,673
xie,86
xiexian,102
xigu,151
xihe,126
xihe_huizhou,56
xihua,238
xihutla,337
xiica_hai_iic_coii,37
xiica_xnaai_iic_coii,65
xiliang,183
xilin,106
xilong,222
xilotepec,661
xilotlan,511
xinan,463
xincai,319
xinchang,296
xinchang_yifeng,122
xincheng,445
xincheng_annan,150
xincheng_baoding,157
xincheng_jianchang,165
xincheng_jinan,173
xincheng_xincheng,274
xindi,337
xindu,151
xindu_jizhou,151
xinfeng,349
xinfeng_panyu,376
xingan,105
xingan_linjiang,246
xingguo,310
xinghua,973
xingning,388
xingshan,301
xingtai,345
xingtang,215
xingxian,207
xingyang,280
xingzhong,397
xingzi,76
xinhua,363
xinhua_guizhou,184
xinhui,584
xinhure,436
xining,114
xinjian,219
xinkai,342
xinle,204
xinning_chen,387
xinning_dazhou,279
xinning_wugang,317
xinping,205
xintai,381
xintian,129
xinxiang,236
xinxing,47
xinxing_annan,155
xinxing_nanen,756
xinyang,285
xinye,212
xinyi,674
xinyi_gaozhou,396
xinyu,225
xinzheng,241
xiotenko,152
xiping,305
xiriquitzio,1182
xisa,71
xisha,79
xiuning,529
xiurong,163
xiushan,305
xiuwu,341
xiuyan,192
xixi,424
xixia,243
xixiang,114
xiyan,150
xizhou,286
xllang,181
xochiapa,177
xochimilco,1261
xochipillan,799
xochitepec,444
xojeli,108
xokleng,89
xoko,1381
xonuu,11
xoo,785
xoxonal,163
xpaicheil,116
xpuhil,68
xuahceesh_annappiio,217
xualae,96
xuancheng,429
xuande,411
xuanhua,354
xuanhua_nanning,174
xuanning,52
xuanping,239
xucheng,477
xugou,86
xuguit,258
xukuru,956
xumani,460
xun,911
xunaa,14
