LandProvince;SeaZone;x;y;
multan;pp_nav_01564;10936;5038;x
mundurukania;pp_nav_02138;5165;3142;x
munduruku;pp_nav_02128;4998;3168;x
murom;pp_nav_00620;9607;6663;x
muromtsevo;pp_nav_00551;11092;6729;x
murri;pp_nav_02005;4181;3749;x
muse;pp_nav_01841;12177;4671;x
mushikitee;pp_nav_00557;2351;6720;x
musi_hilir;pp_nav_02108;12469;3201;x
muskingum;pp_nav_01228;3984;5597;x
mussimi;pp_nav_02188;8916;3005;x
mutota;pp_nav_02257;9104;2477;x
myanaung;pp_nav_01918;12029;4363;x
myede;pp_nav_01901;12024;4431;x
myedu;pp_nav_01846;12060;4637;x
myitkyina;pp_nav_01770;12123;4765;x
mykytyn_rih;pp_nav_00974;9257;6120;x
nabagram;pp_nav_01793;11845;4744;x
nadi;pp_nav_01788;12560;4752;x
nadleht_en;pp_nav_00717;2110;6487;x
nagatinong;pp_nav_01077;4248;5982;x
nagavskaya;pp_nav_00942;9645;6143;x
nagina;pp_nav_01590;11244;5004;x
nahanni;pp_nav_00319;2069;7029;x
nakaigetergehe;pp_nav_02332;4978;1700;x
nakshaparvat;pp_nav_01710;11919;4843;x
nam_thing;pp_nav_01858;12180;4641;x
nam_xuang;pp_nav_01899;12345;4459;x
namhkan;pp_nav_01845;12120;4665;x
namling;pp_nav_01605;11748;4996;x
nanbu;pp_nav_01489;12521;5114;x
nanchang;pp_nav_01645;12965;4940;x
nanchong;pp_nav_01534;12521;5075;x
nanhai;pp_nav_01863;12834;4627;x
nanping;pp_nav_01719;13078;4832;x
nanxi;pp_nav_01630;12468;4965;x
nasacauso;pp_nav_00767;4277;6426;x
naser;pp_nav_01969;9130;3869;x
naserpur;pp_nav_01774;10802;4763;x
nashwaak;pp_nav_01052;4659;6017;x
nasiriyah;pp_nav_01501;9764;5108;x
natastan;pp_nav_00808;4276;6371;x
naupa_huen;pp_nav_02388;4508;1057;x
navidakh;pp_nav_01261;10626;5530;x
naxi;pp_nav_01627;12486;4961;x
nazimovo;pp_nav_00363;11821;6971;x
nazym;pp_nav_00220;10731;7168;x
nechi;pp_nav_01976;4288;3801;x
nedong;pp_nav_01615;11882;4991;x
negoot;pp_nav_01013;4607;6062;x
nelemney;pp_nav_00096;14601;7408;x
nemaha;pp_nav_01206;3339;5654;x
nemby;pp_nav_02299;5066;1931;x
nemptu;pp_nav_00892;13896;6225;x
nenlhet;pp_nav_02282;5054;2102;x
nerekhta;pp_nav_00489;9548;6820;x
neuss;pp_nav_00820;8001;6360;x
newenken;pp_nav_02376;4557;1105;x
ngabo;pp_nav_02105;8429;3200;x
ngasingu;pp_nav_01862;12058;4611;x
ngato;pp_nav_02105;8429;3202;x
ngoc_ma;pp_nav_01922;12427;4361;x
nguera;pp_nav_02134;8875;3140;x
nicalaax;pp_nav_00006;14403;7769;x
nichabau;pp_nav_01047;4177;6014;x
nijmegen;pp_nav_00781;7960;6412;x
nikolsky;pp_nav_00499;9942;6806;x
nikopol;pp_nav_01148;8838;5866;x
ningbian;pp_nav_01219;12762;5624;x
ningfan;pp_nav_01720;12305;4825;x
ningxia;pp_nav_01251;12540;5542;x
nioman;pp_nav_00871;13596;6256;x
nipissu;pp_nav_00721;4900;6487;x
nisga_a;pp_nav_00650;1846;6616;x
nishnabotna;pp_nav_01189;3326;5684;x
nistam;pp_nav_00805;4128;6373;x
niurba;pp_nav_00174;13070;7251;x
nixi;pp_nav_01647;12217;4922;x
nizhny_chir;pp_nav_00918;9662;6175;x
nizhny_novgorod;pp_nav_00563;9698;6719;x
nizhnyaya_toyma;pp_nav_00222;9737;7167;x
nlaka_pamux;pp_nav_00861;2158;6278;x
nnewi;pp_nav_02018;7996;3673;x
nochpeem;pp_nav_01178;4321;5728;x
nodaway;pp_nav_01224;3364;5615;x
nogoya;pp_nav_02353;4932;1548;x
nograd;pp_nav_00958;8563;6135;x
nogui;pp_nav_02183;8291;3023;x
nomatsigenga;pp_nav_02238;4321;2700;x
nonantola;pp_nav_01108;8206;5950;x
nong_bok;pp_nav_01938;12461;4294;x
nong_khay;pp_nav_01933;12362;4340;x
nongan;pp_nav_01111;13401;5943;x
nooksack;pp_nav_00896;2113;6223;x
north_buganda;pp_nav_02069;9194;3387;x
nottaway;pp_nav_00830;4134;6338;x
novgorod;pp_nav_00414;9115;6877;x
novosyolovo;pp_nav_00646;11845;6630;x
nowe;pp_nav_00686;8544;6532;x
ntiltxitk;pp_nav_00885;2337;6238;x
nuba_sud;pp_nav_01970;9080;3872;x
nudarcha;pp_nav_01230;3451;5594;x
numaniyyah;pp_nav_01450;9765;5184;x
nunu;pp_nav_02098;8438;3240;x
nuoluo;pp_nav_01006;13792;6065;x
nupeko;pp_nav_01975;7983;3817;x
nyachukha;pp_nav_01567;12292;5027;x
nyemo;pp_nav_01606;11796;4996;x
nytva;pp_nav_00474;10210;6831;x
nyuya;pp_nav_00318;12978;7037;x
nyzvar;pp_nav_01170;10421;5777;x
oahaha;pp_nav_01227;3550;5597;x
ob;pp_nav_00050;10804;7530;x
obidos;pp_nav_02097;5157;3242;x
obion;pp_nav_01319;3616;5419;x
ofaie;pp_nav_02278;5334;2181;x
offenburg;pp_nav_00916;8046;6182;x
ogoowe_kongo;pp_nav_02078;8188;3341;x
oheyandewa;pp_nav_01241;3825;5569;x
okaisipi;pp_nav_01077;4256;5986;x
okhannoye;pp_nav_00514;10203;6793;x
okladnikova_sloboda;pp_nav_00081;9707;7453;x
okobojo;pp_nav_01089;3118;5948;x
olekma;pp_nav_00329;13186;7013;x
oli_baraza;pp_nav_00548;9999;6741;x
ollo;pp_nav_00695;13299;6523;x
olonets;pp_nav_00305;9214;7050;x
omaha;pp_nav_01181;3322;5717;x
omdurman;pp_nav_01950;9172;4232;x
omoloon;pp_nav_00027;14918;7628;x
omsk;pp_nav_00613;11045;6669;x
one;pp_nav_01968;4284;3879;x
ongoulastoga;pp_nav_01374;3676;5326;x
onitsha;pp_nav_02018;7998;3685;x
opaskwayak;pp_nav_00683;3061;6550;x
oppenheim;pp_nav_00869;8070;6272;x
orange;pp_nav_01134;7907;5898;x
orasul_de_floci;pp_nav_01122;8966;5923;x
oreshek;pp_nav_00354;9089;6978;x
orlov;pp_nav_00438;9898;6860;x
orocue;pp_nav_02042;4438;3607;x
oromocto;pp_nav_01052;4667;6011;x
orotukan;pp_nav_00219;14556;7174;x
oryahovo;pp_nav_01144;8788;5868;x
osijek;pp_nav_01067;8534;5992;x
osinsky;pp_nav_00732;12411;6477;x
oskemen;pp_nav_00858;11430;6295;x
osterburg;pp_nav_00726;8217;6487;x
ostiglia;pp_nav_01101;8198;5955;x
ostrechiny;pp_nav_00296;9278;7074;x
otnabog;pp_nav_01058;4678;6001;x
otog;pp_nav_01232;12550;5566;x
otrar;pp_nav_01158;10792;5822;x
ouachita;pp_nav_01452;3495;5181;x
ouasioto;pp_nav_01257;3939;5539;x
outapimiskou;pp_nav_00940;4499;6164;x
oxford;pp_nav_00788;7632;6403;x
oyate_shisha;pp_nav_01161;3257;5821;x
oyuuhardaax;pp_nav_00037;14723;7613;x
ozanna;pp_nav_00352;1868;6990;x
ozoro;pp_nav_02029;7989;3655;x
paat;pp_nav_01700;10782;4852;x
pabna;pp_nav_01839;11765;4678;x
pacaha;pp_nav_01362;3587;5347;x
pacahuara;pp_nav_02241;4725;2674;x
pagashi;pp_nav_00780;3925;6410;x
pairindi;pp_nav_02350;4954;1575;x
pakokku;pp_nav_01873;12023;4559;x
pakpattan;pp_nav_01561;11029;5045;x
pakrac;pp_nav_01086;8468;5968;x
pali_uttar_pradesh;pp_nav_01674;11314;4888;x
palisema;pp_nav_01357;3532;5366;x
palmas;pp_nav_02307;5347;1889;x
palmeira;pp_nav_02314;5246;1826;x
pampahuaylla;pp_nav_02242;4321;2671;x
pancevo;pp_nav_01102;8616;5946;x
pandua_adina;pp_nav_01783;11689;4763;x
panemune;pp_nav_00645;8746;6631;x
pantagoras;pp_nav_02017;4302;3703;x
pantian;pp_nav_01844;12994;4678;x
papun;pp_nav_01912;12122;4377;x
para;pp_nav_02195;5450;2908;x
para_gaviao;pp_nav_02158;5438;3100;x
paranabuku;pp_nav_02211;5855;2841;x
paranaiba;pp_nav_02269;5366;2246;x
parepona;pp_nav_02009;4814;3725;x
parkateje;pp_nav_02176;5487;3062;x
parma;pp_nav_01099;8164;5948;x
pashino;pp_nav_00473;11995;6828;x
passau;pp_nav_00919;8306;6189;x
passavant;pp_nav_00986;7655;6108;x
passo_fundo;pp_nav_02318;5307;1819;x
patharkandi;pp_nav_01803;11900;4735;x
patna;pp_nav_01769;11580;4776;x
patom;pp_nav_00345;13030;6998;x
patos;pp_nav_02331;5326;1694;x
paungde;pp_nav_01918;12031;4362;x
pavia;pp_nav_01097;8125;5961;x
pavlovo;pp_nav_00582;9650;6694;x
pawir;pp_nav_02061;9136;3473;x
pawwikamsipi;pp_nav_01265;3683;5526;x
paxtang;pp_nav_01205;4188;5656;x
pecatonica;pp_nav_01172;3585;5753;x
pechora;pp_nav_00099;10294;7404;x
peewareewa;pp_nav_01190;3542;5682;x
peledui;pp_nav_00372;12816;6957;x
pelly_faro;pp_nav_00231;1501;7154;x
penaca;pp_nav_01159;3541;5818;x
pengshan;pp_nav_01555;12420;5050;x
pengze;pp_nav_01558;12999;5031;x
peoria;pp_nav_01210;3583;5648;x
pereiaslav;pp_nav_00870;9129;6263;x
perevitska;pp_nav_00647;9476;6622;x
peribonka;pp_nav_00886;4449;6246;x
peshawar;pp_nav_01414;10965;5272;x
pest;pp_nav_00969;8559;6119;x
petaigan;pp_nav_00699;2953;6512;x
petawawa;pp_nav_01042;4164;6020;x
petrovaradin;pp_nav_01102;8615;5945;x
phnom_penh;pp_nav_01962;12476;3981;x
phon_hong;pp_nav_01926;12335;4355;x
piacenza;pp_nav_01097;8129;5957;x
piachi;pp_nav_01466;3725;5169;x
piantouguan;pp_nav_01219;12764;5608;x
pikwitonei;pp_nav_00616;3281;6656;x
pilda;pp_nav_00777;14070;6403;x
pindi_bhattian;pp_nav_01467;11030;5160;x
pindi_gheb;pp_nav_01428;10956;5226;x
pingchuan;pp_nav_01672;12333;4886;x
pinglu;pp_nav_01389;12757;5320;x
pingnan;pp_nav_01853;12718;4659;x
pingyin;pp_nav_01327;12985;5406;x
pinya;pp_nav_01877;12053;4566;x
piran_i_kaliyar;pp_nav_01590;11246;5013;x
plenita;pp_nav_01126;8715;5914;x
plock;pp_nav_00748;8591;6450;x
pocasse;pp_nav_01040;3127;6001;x
pokiok;pp_nav_01037;4629;6014;x
pokrovsk;pp_nav_00790;9797;6392;x
pokrovskoye;pp_nav_00673;9909;6558;x
poligus;pp_nav_00249;12065;7121;x
pologoye_zaymishche;pp_nav_00935;9793;6167;x
ponkhockie;pp_nav_01171;4326;5771;x
pont_audemer;pp_nav_00883;7721;6244;x
poskatinak;pp_nav_00555;3394;6727;x
poughkeepsie;pp_nav_01171;4324;5759;x
pozega;pp_nav_01096;8495;5964;x
pravaya_khetta;pp_nav_00082;10991;7456;x
puan;pp_nav_01468;12503;5152;x
pubungu;pp_nav_02056;9120;3501;x
puqi;pp_nav_01580;12860;5024;x
pur;pp_nav_00061;11245;7504;x
purnia;pp_nav_01780;11672;4768;x
pustozersk;pp_nav_00045;10077;7537;x
putao;pp_nav_01693;12139;4866;x
putyatino;pp_nav_00659;9555;6584;x
puyang;pp_nav_01356;12938;5359;x
pyay;pp_nav_01914;12023;4385;x
pyras;pp_nav_00273;9810;7075;x
pyti;pp_nav_02180;5529;3026;x
q_espiea;pp_nav_00839;2321;6303;x
qadisiyyah;pp_nav_01490;9722;5126;x
qalyub;pp_nav_01559;9111;5042;x
qasba;pp_nav_01848;11806;4650;x
qashliq;pp_nav_00410;10812;6886;x
qayyarah;pp_nav_01340;9662;5379;x
qena;pp_nav_01744;9158;4808;x
qerri;pp_nav_01947;9184;4259;x
qianjiang;pp_nav_01536;12824;5067;x
qianwei;pp_nav_01608;12424;4986;x
qianyang_yuanzhou;pp_nav_01675;12704;4877;x
qiaojia;pp_nav_01697;12377;4853;x
qiaokou;pp_nav_01646;12833;4932;x
qidong;pp_nav_01297;13039;5459;x
qihe;pp_nav_01317;13003;5428;x
qingjian;pp_nav_01293;12723;5461;x
qingjiang;pp_nav_01645;12950;4922;x
qingshen;pp_nav_01555;12418;5026;x
qipcarpak;pp_nav_00246;487;7131;x
qishui;pp_nav_01545;12930;5055;x
qiyang;pp_nav_01724;12785;4832;x
qlispe;pp_nav_00936;2390;6163;x
qollaxalec;pp_nav_02323;5011;1790;x
qom_caia;pp_nav_02351;4939;1566;x
qompi;pp_nav_02327;5001;1755;x
qonirat;pp_nav_01157;10383;5826;x
qubodijon;pp_nav_01286;10807;5475;x
quigate;pp_nav_01381;3530;5317;x
quizquiz;pp_nav_01382;3577;5322;x
qujiang;pp_nav_01815;12860;4725;x
qujiang_guangan;pp_nav_01548;12549;5064;x
qus;pp_nav_01749;9182;4798;x
quyon;pp_nav_01057;4194;6008;x
radom;pp_nav_00784;8669;6392;x
ragh;pp_nav_01277;10890;5495;x
ragnit;pp_nav_00649;8703;6629;x
rahba;pp_nav_01377;9537;5326;x
rahon;pp_nav_01502;11174;5103;x
raikot;pp_nav_01524;11151;5092;x
rajamahendry;pp_nav_01942;11415;4282;x
rajanari;pp_nav_01708;11659;4853;x
rajmahal;pp_nav_01795;11694;4744;x
ramnagar_bihar;pp_nav_01684;11509;4875;x
rampa;pp_nav_01937;11406;4309;x
rampart;pp_nav_00088;848;7437;x
rampur_boalla;pp_nav_01827;11737;4693;x
ramsis;pp_nav_01527;9084;5088;x
rangpur_bengal;pp_nav_01777;11773;4767;x
ranibas;pp_nav_01708;11658;4855;x
ranikot;pp_nav_01752;10798;4795;x
raqqa;pp_nav_01346;9472;5386;x
rashid;pp_nav_01499;9077;5113;x
rastyapino;pp_nav_00549;9679;6729;x
rasyal;pp_nav_01432;11101;5221;x
rath;pp_nav_01753;11349;4795;x
reading;pp_nav_00788;7640;6384;x
rejaf;pp_nav_02043;9124;3586;x
rejang;pp_nav_02066;12834;3459;x
reka_tuba;pp_nav_00441;12363;6828;x
rekapalle;pp_nav_01937;11394;4318;x
reni;pp_nav_01087;9000;5970;x
ried;pp_nav_00933;8296;6167;x
rigyal;pp_nav_01586;12007;5006;x
rinpung_yarlung;pp_nav_01606;11784;4994;x
riverie;pp_nav_01074;7909;5986;x
rohat_kermen;pp_nav_01005;9222;6076;x
rohrbach;pp_nav_00919;8320;6181;x
rohri;pp_nav_01652;10834;4919;x
romanov;pp_nav_00482;9500;6826;x
romans;pp_nav_01074;7910;5963;x
rongcheng;pp_nav_01855;12754;4654;x
rongshan;pp_nav_01678;12582;4883;x
rongshui;pp_nav_01791;12665;4746;x
rouen;pp_nav_00887;7736;6240;x
rouyuan;pp_nav_01811;12198;4713;x
rovaniemi;pp_nav_00068;8827;7488;x
rovigo;pp_nav_01109;8247;5952;x
rovnoye;pp_nav_00829;9783;6333;x
rowta;pp_nav_01722;11889;4828;x
rozdory;pp_nav_00928;9291;6170;x
rudrapur;pp_nav_01743;11507;4814;x
ruhptare;pp_nav_00999;3100;6079;x
ruichang;pp_nav_01581;12954;5024;x
ruicheng;pp_nav_01397;12726;5308;x
ruse;pp_nav_01139;8880;5885;x
sabac;pp_nav_01110;8584;5947;x
sadiya;pp_nav_01665;12044;4909;x
sagu;pp_nav_01896;12011;4466;x
saharsa;pp_nav_01732;11637;4819;x
saik_uz;pp_nav_00691;2096;6512;x
sailahai;pp_nav_01392;12271;5314;x
saint_etienne;pp_nav_01074;7906;5980;x
sakawyiniw;pp_nav_00558;2561;6724;x
salair;pp_nav_00664;11674;6588;x
salcha;pp_nav_00126;1003;7338;x
saleesh;pp_nav_00966;2443;6119;x
salin;pp_nav_01888;12006;4490;x
samara;pp_nav_00722;9941;6494;x
samarchyk;pp_nav_00917;9284;6183;x
samarra;pp_nav_01405;9688;5282;x
sambhal;pp_nav_01618;11251;4952;x
sampheak_borak;pp_nav_01957;12517;4068;x
samsat;pp_nav_01280;9444;5484;x
samye;pp_nav_01611;11855;4992;x
sandan;pp_nav_01957;12516;4072;x
sandonnino;pp_nav_01099;8152;5953;x
sangamon;pp_nav_01210;3571;5636;x
sangar;pp_nav_00157;13525;7278;x
sangme;pp_nav_01647;12211;4935;x
sanshui;pp_nav_01861;12827;4635;x
santee;pp_nav_01422;4026;5244;x
santo_antonio;pp_nav_02302;5242;1918;x
sanyyakhtakh;pp_nav_00320;13352;7043;x
sao_leopoldo;pp_nav_02340;5339;1666;x
sarai_al_jadid;pp_nav_00913;9722;6182;x
sargadwari;pp_nav_01663;11284;4909;x
saskatchewan;pp_nav_00681;3011;6554;x
satapo;pp_nav_01343;3850;5377;x
satere_mawe;pp_nav_02156;5143;3113;x
saucunk;pp_nav_01199;4057;5671;x
saukiog;pp_nav_01176;4383;5750;x
saumur;pp_nav_00988;7681;6102;x
savannakhet;pp_nav_01945;12460;4265;x
savar;pp_nav_01825;11775;4692;x
saw;pp_nav_01882;12008;4522;x
sawran;pp_nav_01152;10769;5850;x
sayniabuli;pp_nav_01908;12326;4415;x
scharding;pp_nav_00920;8307;6183;x
scheibbs;pp_nav_00937;8378;6158;x
scqescilni;pp_nav_00953;2300;6136;x
scw_exmx;pp_nav_00837;2142;6322;x
sebit;pp_nav_01331;2495;5400;x
segyan_kyuyol;pp_nav_00161;13584;7268;x
sehwan;pp_nav_01726;10781;4828;x
selenge;pp_nav_00769;12577;6424;x
selimbau;pp_nav_02070;12791;3381;x
selo_yartsevo;pp_nav_00310;11788;7035;x
selpils;pp_nav_00553;8862;6737;x
semikarakorsk;pp_nav_00975;9557;6118;x
sepauk;pp_nav_02074;12755;3352;x
severin;pp_nav_01126;8727;5923;x
seyat;pp_nav_00147;13263;7302;x
seymchan;pp_nav_00208;14605;7190;x
shabash;pp_nav_00034;14787;7618;x
shadodkot;pp_nav_01681;10796;4881;x
shaharpara;pp_nav_01813;11857;4727;x
shahjadpur;pp_nav_01801;11779;4721;x
shakhty;pp_nav_00982;9529;6106;x
shambe;pp_nav_02008;9104;3726;x
shamokin;pp_nav_01193;4189;5673;x
shangjin;pp_nav_01446;12702;5203;x
shangjing;pp_nav_01049;13473;6017;x
shangyuan;pp_nav_01484;13090;5148;x
shankargah;pp_nav_01785;11428;4760;x
shanxian;pp_nav_01389;12757;5319;x
shar;pp_nav_00866;11459;6272;x
shar_yelpuk;pp_nav_01552;12197;5050;x
sharuna;pp_nav_01599;9107;4979;x
shawanoe;pp_nav_01320;3708;5418;x
shayang;pp_nav_01536;12817;5077;x
shchuchya;pp_nav_00054;10748;7529;x
shemkhiya;pp_nav_01910;9219;4404;x
shemonayevskoye;pp_nav_00852;11364;6305;x
shendi;pp_nav_01943;9214;4275;x
shenmu;pp_nav_01245;12738;5549;x
sherwan;pp_nav_01410;11002;5278;x
shichah;pp_nav_01128;3123;5909;x
shidian;pp_nav_01811;12200;4717;x
shigatse;pp_nav_01604;11725;4996;x
shigony;pp_nav_00718;9912;6498;x
shilou;pp_nav_01293;12724;5460;x
shilovo;pp_nav_00669;9545;6577;x
shimbay;pp_nav_01157;10385;5825;x
shipai;pp_nav_01506;12814;5094;x
shiqian;pp_nav_01678;12600;4890;x
shish;pp_nav_00522;11061;6780;x
shishou;pp_nav_01575;12813;5021;x
shizhu;pp_nav_01549;12615;5057;x
shorkot;pp_nav_01513;10968;5084;x
shouchun;pp_nav_01453;13005;5188;x
shouzhang;pp_nav_01342;12969;5388;x
shuangliu;pp_nav_01555;12418;5057;x
shuitejiang;pp_nav_01678;12604;4896;x
shungopavi;pp_nav_01304;2623;5453;x
shunning;pp_nav_01792;12239;4730;x
shuntaneshnanga;pp_nav_01217;3361;5628;x
shuryshkar;pp_nav_00073;10669;7470;x
shushenskoye;pp_nav_00715;11863;6495;x
shwegu;pp_nav_01824;12087;4703;x
sialkot;pp_nav_01456;11072;5187;x
siang;pp_nav_01632;12017;4952;x
siberia_abalak;pp_nav_00459;10874;6842;x
siberia_bor;pp_nav_00277;11770;7088;x
siegburg;pp_nav_00835;8020;6327;x
sienzhou;pp_nav_01837;12600;4671;x
sihui;pp_nav_01861;12825;4640;x
siimitalik;pp_nav_00468;4708;6817;x
siklos;pp_nav_01063;8533;6000;x
silat;pp_nav_02070;12782;3369;x
silkari;pp_nav_00704;13156;6516;x
sillanwali;pp_nav_01491;10983;5118;x
simbirsk;pp_nav_00663;9899;6591;x
simiti;pp_nav_01991;4327;3769;x
simmern;pp_nav_00864;8051;6278;x
sintang;pp_nav_02073;12770;3359;x
sirhind;pp_nav_01525;11172;5091;x
siri_do;pp_nav_01912;12125;4393;x
sirnak;pp_nav_01296;9616;5468;x
sitpur;pp_nav_01572;10912;5018;x
siverek;pp_nav_01280;9461;5495;x
sivrice;pp_nav_01267;9476;5526;x
siya;pp_nav_00159;9600;7259;x
ski;pp_nav_00366;8200;6969;x
skitsetsen;pp_nav_00838;2201;6328;x
sletewsi;pp_nav_00904;2345;6202;x
smederevo;pp_nav_01115;8639;5930;x
snt_t_ulix;pp_nav_00925;2307;6154;x
soba;pp_nav_01950;9172;4221;x
sobat;pp_nav_01970;9097;3869;x
sochaczew;pp_nav_00754;8624;6444;x
sodankyla;pp_nav_00060;8859;7519;x
sogra;pp_nav_00205;9679;7191;x
sohra;pp_nav_01793;11856;4748;x
solatunum;pp_nav_00179;8479;7243;x
solikamsk;pp_nav_00358;10267;6974;x
solingen;pp_nav_00820;8005;6357;x
solothurn;pp_nav_00971;8040;6115;x
solovtsovo;pp_nav_00735;9900;6477;x
solt;pp_nav_01001;8553;6074;x
soltsy_kirishi;pp_nav_00375;9143;6934;x
sonda;pp_nav_01800;10792;4738;x
songzi;pp_nav_01554;12777;5057;x
soscumica;pp_nav_00842;4152;6308;x
sosnovy_ostrov;pp_nav_00750;9880;6438;x
spithota;pp_nav_01328;3724;5407;x
srebrenik;pp_nav_01107;8543;5950;x
sreepur;pp_nav_01827;11743;4689;x
sremska_mitrovica;pp_nav_01092;8591;5965;x
st_at_imcets;pp_nav_00794;2124;6376;x
stade;pp_nav_00696;8140;6522;x
staraya_ladoga;pp_nav_00375;9150;6958;x
staraya_mayna;pp_nav_00648;9917;6608;x
staraya_ryazan;pp_nav_00665;9523;6580;x
staraya_zima;pp_nav_00666;12390;6598;x
starodub_votsky;pp_nav_00599;9623;6686;x
stata_ketux;pp_nav_00948;2240;6148;x
stavropol_na_volge;pp_nav_00684;9919;6529;x
stendal;pp_nav_00740;8236;6460;x
stepanevka;pp_nav_00918;9668;6181;x
stettin;pp_nav_00694;8356;6517;x
stezyca;pp_nav_00784;8670;6393;x
sto_lo;pp_nav_00880;2155;6238;x
strasbourg;pp_nav_00916;8045;6186;x
stswecen_c;pp_nav_00764;2122;6417;x
stung_treng;pp_nav_01957;12514;4081;x
suamprabon;pp_nav_01718;12141;4833;x
suide;pp_nav_01293;12728;5473;x
suidong;pp_nav_01691;12565;4878;x
suket;pp_nav_01500;11196;5111;x
sukkur;pp_nav_01673;10829;4902;x
sulomay;pp_nav_00332;11795;7017;x
sumgut_vosh;pp_nav_00164;10670;7256;x
suntar;pp_nav_00223;13050;7165;x
suq_al_shuyukh;pp_nav_01529;9819;5089;x
surgut;pp_nav_00283;11019;7089;x
suruc;pp_nav_01306;9422;5443;x
susitna;pp_nav_00242;856;7145;x
susong;pp_nav_01558;12996;5030;x
sutara;pp_nav_00909;13637;6186;x
sutkent;pp_nav_01173;10792;5758;x
suzhou;pp_nav_01641;12328;4945;x
sviyazhsk;pp_nav_00618;9924;6657;x
swarakxen;pp_nav_00874;2312;6246;x
swiecie;pp_nav_00706;8530;6513;x
syagannaax;pp_nav_00032;14227;7620;x
sylgy_ytar;pp_nav_00034;14780;7619;x
sylhet;pp_nav_01793;11857;4747;x
szabolcs;pp_nav_00955;8650;6138;x
szeged;pp_nav_01012;8608;6057;x
szolnok;pp_nav_00997;8609;6085;x
ta_shwe_htan;pp_nav_01841;12179;4671;x
tacshic;pp_nav_02304;5058;1904;x
tada;pp_nav_01973;7954;3830;x
tahna;pp_nav_01651;9095;4917;x
taihe_taihe;pp_nav_01707;12923;4848;x
taixing;pp_nav_01471;13149;5165;x
taizhou_jurchen;pp_nav_01008;13320;6067;x
takawng;pp_nav_01838;12083;4670;x
takhir;pp_nav_00844;11330;6311;x
taksimo;pp_nav_00556;12958;6728;x
takspaslama;pp_nav_01056;2214;5998;x
takuru_puku;pp_nav_02298;5211;1945;x
takutu;pp_nav_02057;4926;3496;x
tala_kyuyel;pp_nav_00074;14557;7469;x
talaha;pp_nav_01008;13320;6069;x
taliepacana;pp_nav_01448;3685;5192;x
talok;pp_nav_01876;12032;4542;x
tam_dai;pp_nav_01884;12492;4530;x
tamalameque;pp_nav_01972;4325;3843;x
tamaroa;pp_nav_01250;3559;5553;x
tamu;pp_nav_01834;11993;4676;x
tanabi;pp_nav_02275;5354;2217;x
tanahun;pp_nav_01667;11536;4908;x
tanana;pp_nav_00100;778;7410;x
tangir;pp_nav_01361;11036;5363;x
tangkya;pp_nav_01505;12184;5099;x
tanico;pp_nav_01367;3433;5356;x
tanjin;pp_nav_01853;12731;4654;x
tansen;pp_nav_01667;11523;4897;x
taoyuan;pp_nav_01624;12767;4972;x
tapajo;pp_nav_02111;5084;3206;x
tapirape;pp_nav_02228;5390;2769;x
taposa;pp_nav_01399;3562;5293;x
taquara;pp_nav_02309;5369;1880;x
taquarucu;pp_nav_02281;5307;2123;x
tara;pp_nav_00534;11084;6758;x
tarascon;pp_nav_01134;7908;5884;x
tarrana;pp_nav_01531;9093;5065;x
tarung;pp_nav_01725;12078;4834;x
taseyevo;pp_nav_00466;11939;6821;x
taungdwingyi;pp_nav_01901;12022;4451;x
tavan;pp_nav_01005;9222;6077;x
tayaccasa;pp_nav_02242;4319;2673;x
tayan;pp_nav_02076;12696;3338;x
tayxlama;pp_nav_01062;2195;5997;x
tboung_khmum;pp_nav_01960;12500;4025;x
tchakashapug;pp_nav_00815;3863;6366;x
tchitogama;pp_nav_00886;4445;6227;x
tczew;pp_nav_00672;8546;6560;x
teliagarhi;pp_nav_01780;11678;4763;x
tengapani;pp_nav_01665;12055;4905;x
teocak;pp_nav_01107;8557;5943;x
terbyas;pp_nav_00152;13205;7293;x
tereshka;pp_nav_00782;9826;6403;x
termez;pp_nav_01295;10744;5473;x
tete;pp_nav_02256;9202;2471;x
tethul;pp_nav_00360;2613;6969;x
tetyushi;pp_nav_00648;9916;6618;x
tezpur;pp_nav_01710;11918;4844;x
thai_binh;pp_nav_01887;12521;4492;x
thakhek;pp_nav_01932;12442;4336;x
thalisain;pp_nav_01590;11251;5019;x
thang_long;pp_nav_01884;12501;4523;x
tharrawaddy;pp_nav_01934;12037;4332;x
that_phanom;pp_nav_01945;12459;4278;x
thatta;pp_nav_01800;10789;4736;x
thaungdut;pp_nav_01817;12003;4702;x
thawe;pp_nav_01703;11530;4843;x
thilane_hot_ine;pp_nav_00528;2616;6758;x
thoulakhom;pp_nav_01924;12390;4362;x
thuan_binh;pp_nav_01949;12476;4239;x
tikrit;pp_nav_01380;9675;5319;x
tilsit;pp_nav_00649;8694;6631;x
timbu;pp_nav_02365;4983;1457;x
tinnaya;pp_nav_00330;13014;7021;x
tiou;pp_nav_01426;3578;5231;x
tirkong;pp_nav_01632;12010;4965;x
tis_reka;pp_nav_00346;11817;6994;x
tit_ary;pp_nav_00291;13479;7079;x
titel;pp_nav_01076;8610;5977;x
tobolsk;pp_nav_00450;10789;6840;x
tocantis;pp_nav_02177;5510;3057;x
tohome;pp_nav_01472;3710;5153;x
tolna;pp_nav_01021;8550;6040;x
tomakivka;pp_nav_00956;9289;6127;x
